고객ID,성별,고객지역,가입기간,총구매금액,구매횟수,평균구매금액,고객생애주기
USER_0944,남,California,0.75,1204.64,12,100.38666666666667,903.48
USER_0816,여,California,2.5,3981.18,115,34.61895652173913,9952.95
USER_0800,여,New York,0.4166666666666667,6012.9,159,37.81698113207547,2505.375
USER_1076,여,Chicago,2.1666666666666665,6236.08,67,93.07582089552238,13511.506666666666
USER_1354,여,California,1.1666666666666667,2023.8600000000001,43,47.066511627906976,2361.17
USER_1190,남,Chicago,3.5,3230.64,48,67.30499999999999,11307.239999999998
USER_0627,남,California,1.25,2682.4,29,92.49655172413793,3353.0
USER_1246,여,California,1.5833333333333333,1246.5,21,59.357142857142854,1973.6249999999998
USER_0407,여,Chicago,1.4166666666666667,1998.1299999999999,51,39.17901960784314,2830.684166666667
USER_0610,여,Chicago,2.0833333333333335,1084.15,20,54.2075,2258.645833333334
USER_0172,여,Washington DC,3.5833333333333335,2280.83,47,48.528297872340424,8172.974166666666
USER_0858,남,Chicago,1.0,9.26,2,4.63,9.26
USER_1307,여,California,2.75,396.25,17,23.308823529411764,1089.6875
USER_0733,남,Chicago,2.0833333333333335,102.14999999999999,3,34.05,212.8125
USER_0818,남,California,0.8333333333333334,1493.73,17,87.8664705882353,1244.775
USER_0394,여,New Jersey,1.8333333333333333,464.47,5,92.894,851.5283333333333
USER_0518,여,New Jersey,3.4166666666666665,1443.19,42,34.361666666666665,4930.899166666666
USER_0441,여,California,0.4166666666666667,5962.09,86,69.32662790697674,2484.204166666667
USER_1133,여,California,4.166666666666667,17.53,1,17.53,73.04166666666667
USER_0279,남,Chicago,3.5,889.48,17,52.32235294117647,3113.18
USER_1442,여,Chicago,0.4166666666666667,2445.5,44,55.57954545454545,1018.9583333333334
USER_1336,여,New York,3.75,4996.2,123,40.61951219512195,18735.75
USER_0568,여,Chicago,1.1666666666666667,1216.55,36,33.793055555555554,1419.3083333333334
USER_0182,여,New York,1.5,25.76,3,8.586666666666668,38.64000000000001
USER_0358,남,California,3.0833333333333335,6398.51,123,52.02040650406504,19728.73916666667
USER_0758,남,California,2.5,1148.55,22,52.20681818181818,2871.3749999999995
USER_0475,남,Chicago,1.3333333333333333,17.009999999999998,2,8.504999999999999,22.679999999999996
USER_0259,여,New York,2.75,437.63,11,39.78454545454545,1203.4825
USER_1072,여,New Jersey,0.4166666666666667,136.79,2,68.395,56.99583333333333
USER_1037,여,New York,2.75,823.21,8,102.90125,2263.8275000000003
USER_1459,남,New York,1.6666666666666667,3722.79,52,71.59211538461538,6204.65
USER_0556,여,Chicago,2.1666666666666665,59.83,1,59.83,129.63166666666666
USER_0225,여,California,0.3333333333333333,16.5,1,16.5,5.5
USER_0499,남,New Jersey,0.3333333333333333,2822.01,63,44.79380952380953,940.6700000000001
USER_0632,여,New Jersey,0.6666666666666666,31.33,3,10.443333333333333,20.886666666666663
USER_0682,남,California,3.8333333333333335,2275.39,39,58.34333333333333,8722.328333333333
USER_0115,남,New York,3.5,1207.03,11,109.73,4224.6050000000005
USER_0935,여,Washington DC,2.8333333333333335,1268.98,26,48.80692307692308,3595.4433333333336
USER_1279,여,New York,3.6666666666666665,243.28,13,18.713846153846156,892.0266666666666
USER_0465,여,Chicago,1.5,177.43,3,59.14333333333334,266.145
USER_1391,여,California,0.8333333333333334,2121.09,81,26.186296296296298,1767.5750000000003
USER_0555,남,California,3.3333333333333335,3075.2400000000002,76,40.46368421052632,10250.8
USER_1169,여,California,3.75,896.9,9,99.65555555555555,3363.375
USER_1240,여,California,1.0833333333333333,22.470000000000002,3,7.490000000000001,24.3425
USER_0457,여,California,2.0833333333333335,64.53,5,12.906,134.4375
USER_0170,여,New York,2.8333333333333335,1052.55,19,55.397368421052626,2982.225
USER_0097,남,Chicago,2.5,713.04,7,101.86285714285714,1782.6
USER_0582,남,California,2.1666666666666665,153.71,1,153.71,333.03833333333336
USER_0719,남,New York,3.3333333333333335,1357.85,17,79.87352941176471,4526.166666666667
USER_1454,여,New Jersey,2.3333333333333335,18.41,3,6.136666666666667,42.95666666666667
USER_0274,남,Washington DC,3.4166666666666665,2023.3,44,45.98409090909091,6912.941666666666
USER_1101,여,Washington DC,3.0833333333333335,1752.91,17,103.11235294117648,5404.805833333335
USER_0300,여,Chicago,1.5833333333333333,3265.08,31,105.32516129032258,5169.709999999999
USER_0140,여,California,1.5833333333333333,7536.72,110,68.51563636363636,11933.14
USER_1111,여,New York,2.75,541.94,10,54.194,1490.335
USER_0023,여,New York,3.0833333333333335,332.71999999999997,13,25.59384615384615,1025.8866666666668
USER_1394,여,Chicago,0.5,3190.94,48,66.47791666666667,1595.4700000000003
USER_1104,남,Chicago,1.0,5003.75,69,72.51811594202898,5003.75
USER_0559,여,New York,4.0,13.57,3,4.523333333333333,54.28
USER_0583,여,California,3.0833333333333335,3722.82,89,41.82943820224719,11478.695000000002
USER_1371,여,Chicago,3.0833333333333335,5480.5199999999995,93,58.930322580645154,16898.27
USER_0060,남,New York,4.166666666666667,272.52,9,30.279999999999998,1135.5
USER_0423,남,Chicago,3.4166666666666665,3378.14,95,35.55936842105263,11541.978333333333
USER_0183,남,Chicago,1.0833333333333333,2848.17,67,42.51,3085.5174999999995
USER_0456,여,New York,1.5,1887.57,37,51.0154054054054,2831.355
USER_1000,여,Washington DC,4.166666666666667,3369.05,59,57.10254237288136,14037.708333333336
USER_0071,남,New York,3.25,782.87,15,52.19133333333333,2544.3275000000003
USER_0903,남,New York,2.5833333333333335,443.22,12,36.935,1144.9850000000001
USER_1387,여,New Jersey,1.25,35.18,2,17.59,43.975
USER_0127,여,California,2.3333333333333335,1666.6,42,39.68095238095238,3888.733333333333
USER_1118,남,California,4.0,342.29,14,24.449285714285715,1369.16
USER_1341,남,California,0.6666666666666666,4759.1,79,60.241772151898736,3172.7333333333336
USER_0095,여,Chicago,2.75,8352.78,127,65.76992125984252,22970.145
USER_0594,남,Chicago,0.3333333333333333,3682.14,90,40.91266666666667,1227.3799999999999
USER_1390,여,New York,1.8333333333333333,3860.05,84,45.95297619047619,7076.758333333333
USER_1351,남,Chicago,1.0833333333333333,718.33,14,51.309285714285714,778.1908333333333
USER_0103,남,Chicago,3.0833333333333335,2688.06,47,57.19276595744681,8288.185000000001
USER_0755,남,Washington DC,2.0,1409.82,24,58.7425,2819.64
USER_0932,여,California,2.8333333333333335,814.97,7,116.42428571428572,2309.081666666667
USER_1180,여,New York,1.5,4919.85,77,63.89415584415585,7379.775000000001
USER_1195,여,Chicago,1.6666666666666667,5998.47,86,69.7496511627907,9997.45
USER_0131,여,Chicago,3.25,1243.28,24,51.803333333333335,4040.6600000000003
USER_0842,여,Chicago,2.0833333333333335,530.5699999999999,12,44.214166666666664,1105.3541666666667
USER_0500,남,New Jersey,0.75,2022.72,34,59.49176470588235,1517.04
USER_0640,여,California,2.0833333333333335,835.99,12,69.66583333333334,1741.6458333333335
USER_0107,여,New Jersey,4.0,1166.07,24,48.58625,4664.28
USER_1062,여,Chicago,4.0,5500.08,133,41.35398496240602,22000.32
USER_0013,여,New Jersey,0.8333333333333334,1267.07,32,39.5959375,1055.8916666666667
USER_0995,여,Chicago,1.9166666666666667,1172.49,30,39.083,2247.2725
USER_0200,여,New York,0.4166666666666667,10680.17,261,40.92019157088123,4450.070833333334
USER_0792,여,California,3.25,2043.4299999999998,31,65.91709677419354,6641.147499999999
USER_1197,남,Chicago,0.75,4080.76,64,63.761875,3060.57
USER_0773,여,Chicago,1.1666666666666667,605.47,21,28.831904761904763,706.3816666666668
USER_0830,여,Chicago,4.083333333333333,3436.41,96,35.7959375,14032.0075
USER_0202,여,New Jersey,2.0833333333333335,19074.62,366,52.11644808743169,39738.79166666667
USER_0908,여,Chicago,4.0,5137.97,141,36.439503546099296,20551.88
USER_0369,여,California,0.4166666666666667,3785.64,52,72.80076923076923,1577.3500000000001
USER_0746,여,Washington DC,2.4166666666666665,2639.55,53,49.80283018867925,6378.9125
USER_1415,여,Washington DC,1.5,5963.41,96,62.118854166666665,8945.115
USER_0666,여,California,3.0833333333333335,2218.81,35,63.394571428571425,6841.330833333333
USER_1430,여,New York,0.75,2732.21,72,37.947361111111114,2049.1575000000003
USER_0197,여,New York,3.1666666666666665,6436.73,138,46.64297101449275,20382.978333333333
USER_0952,남,New York,2.8333333333333335,3076.88,71,43.33633802816902,8717.826666666668
USER_0620,남,Chicago,1.75,7068.67,146,48.41554794520548,12370.1725
USER_1092,여,New York,0.8333333333333334,1149.49,26,44.21115384615385,957.9083333333334
USER_0940,남,Washington DC,2.0,172.93,8,21.61625,345.86
USER_1121,여,New Jersey,3.0833333333333335,6339.94,129,49.146821705426355,19548.148333333334
USER_1087,남,California,1.8333333333333333,4285.37,92,46.58010869565217,7856.511666666666
USER_0255,여,California,3.4166666666666665,1495.65,28,53.416071428571435,5110.137500000001
USER_0623,여,New York,2.6666666666666665,1763.0,30,58.766666666666666,4701.333333333333
USER_0062,여,Washington DC,1.9166666666666667,8032.07,146,55.014178082191776,15394.800833333333
USER_1150,남,Chicago,3.6666666666666665,3828.2999999999997,71,53.91971830985915,14037.099999999997
USER_0741,여,California,2.5,1698.77,35,48.53628571428571,4246.925
USER_0622,남,California,1.75,2573.18,55,46.785090909090904,4503.065
USER_0975,남,Washington DC,0.5,821.4,13,63.184615384615384,410.7
USER_1433,남,Chicago,2.0,11442.14,250,45.76856,22884.28
USER_0367,여,California,2.9166666666666665,164.99,2,82.495,481.22083333333336
USER_0299,남,New Jersey,2.5,2096.27,29,72.2851724137931,5240.675
USER_1343,여,Washington DC,0.4166666666666667,6859.15,78,87.93782051282051,2857.9791666666665
USER_0832,여,Chicago,0.16666666666666666,1789.13,38,47.082368421052635,298.18833333333333
USER_1440,여,California,2.1666666666666665,2446.33,55,44.47872727272727,5300.381666666666
USER_0713,여,California,0.5833333333333334,304.49,11,27.680909090909093,177.61916666666667
USER_1130,여,New York,1.75,970.62,23,42.20086956521739,1698.585
USER_1149,남,California,2.0,5844.07,117,49.94931623931624,11688.14
USER_0971,남,California,3.6666666666666665,6936.31,101,68.67633663366337,25433.136666666665
USER_1182,여,Chicago,2.4166666666666665,2075.5,75,27.673333333333332,5015.791666666666
USER_1142,남,California,1.9166666666666667,138.78,3,46.26,265.995
USER_0799,여,New Jersey,2.8333333333333335,6752.11,144,46.889652777777776,19130.978333333333
USER_0870,여,New York,2.75,5882.23,106,55.4927358490566,16176.1325
USER_1059,여,California,3.25,2875.69,45,63.904222222222224,9345.9925
USER_0850,여,California,0.5,12138.83,210,57.80395238095238,6069.415
USER_1361,남,Chicago,2.8333333333333335,2443.63,35,69.818,6923.618333333334
USER_0982,여,Chicago,1.6666666666666667,754.3000000000001,22,34.28636363636364,1257.1666666666667
USER_0443,여,Chicago,3.4166666666666665,1532.04,26,58.924615384615386,5234.47
USER_1365,여,Chicago,4.166666666666667,3330.82,48,69.39208333333333,13878.416666666666
USER_0990,여,Chicago,3.3333333333333335,632.22,21,30.10571428571429,2107.4000000000005
USER_0985,남,Chicago,2.5833333333333335,2497.02,57,43.80736842105263,6450.635
USER_0660,여,Chicago,3.3333333333333335,4318.84,105,41.13180952380952,14396.133333333335
USER_1242,여,California,3.0833333333333335,882.35,27,32.67962962962963,2720.579166666667
USER_0765,여,Chicago,1.4166666666666667,3413.29,87,39.233218390804595,4835.494166666666
USER_0081,남,New York,2.3333333333333335,2734.82,53,51.60037735849057,6381.246666666667
USER_0875,남,Chicago,3.6666666666666665,2731.64,38,71.88526315789473,10016.01333333333
USER_0869,남,New York,0.9166666666666666,7887.98,138,57.15927536231884,7230.648333333333
USER_0537,여,California,2.8333333333333335,3814.1,50,76.282,10806.616666666667
USER_0795,여,Chicago,2.8333333333333335,3841.88,96,40.01958333333334,10885.326666666668
USER_0189,여,Chicago,3.3333333333333335,114.60000000000001,11,10.41818181818182,382.00000000000006
USER_0874,여,California,1.75,5082.59,66,77.0089393939394,8894.532500000001
USER_0888,남,New Jersey,1.9166666666666667,1312.22,27,48.60074074074074,2515.088333333333
USER_0933,여,California,0.75,1364.85,28,48.74464285714286,1023.6375
USER_0104,여,Chicago,1.6666666666666667,4865.93,65,74.86046153846155,8109.883333333335
USER_0992,여,California,2.9166666666666665,2517.44,54,46.61925925925926,7342.533333333332
USER_0117,여,Chicago,0.75,916.84,20,45.842,687.6300000000001
USER_0779,여,New York,2.25,1735.11,40,43.37775,3903.9975
USER_0122,여,California,4.0,931.51,16,58.219375,3726.04
USER_0421,여,California,4.083333333333333,2400.0,69,34.78260869565217,9799.999999999998
USER_1393,여,Chicago,0.5833333333333334,3720.04,92,40.43521739130435,2170.0233333333335
USER_0502,남,Chicago,2.6666666666666665,2818.05,46,61.26195652173914,7514.8
USER_0313,여,New York,4.083333333333333,481.54,9,53.504444444444445,1966.2883333333332
USER_0234,남,Chicago,2.0833333333333335,13427.58,242,55.48586776859504,27974.125
USER_0897,여,California,2.6666666666666665,194.91,9,21.656666666666666,519.76
USER_1314,남,New York,0.25,2315.5,44,52.625,578.875
USER_0327,여,Washington DC,2.9166666666666665,357.82,18,19.878888888888888,1043.6416666666664
USER_0068,남,California,0.25,18.99,1,18.99,4.7475
USER_1250,여,California,1.1666666666666667,1538.85,50,30.776999999999997,1795.325
USER_0938,남,New York,0.8333333333333334,7394.91,124,59.63637096774193,6162.425
USER_1095,여,Chicago,3.9166666666666665,433.43,13,33.34076923076923,1697.6008333333334
USER_1452,여,New York,2.6666666666666665,720.0799999999999,24,30.00333333333333,1920.2133333333331
USER_0480,여,California,1.5,415.69,15,27.712666666666667,623.5350000000001
USER_0604,여,Chicago,2.5833333333333335,775.36,35,22.153142857142857,2003.0133333333335
USER_1038,여,New York,2.8333333333333335,178.35,12,14.862499999999999,505.325
USER_1311,남,Chicago,0.16666666666666666,267.9,11,24.354545454545452,44.64999999999999
USER_0133,남,California,2.6666666666666665,326.96,7,46.708571428571425,871.8933333333332
USER_0206,남,Washington DC,0.8333333333333334,226.97,5,45.394,189.14166666666665
USER_0877,여,Washington DC,2.0,315.49,4,78.8725,630.98
USER_0101,여,California,2.0833333333333335,1811.98,33,54.90848484848485,3774.9583333333335
USER_0876,남,Chicago,2.25,3650.77,64,57.04328125,8214.2325
USER_1318,여,Chicago,4.0,305.13,19,16.059473684210527,1220.52
USER_1189,여,New Jersey,1.5833333333333333,234.82,10,23.482,371.7983333333333
USER_0667,여,Chicago,1.5833333333333333,13331.97,315,42.32371428571428,21108.952499999996
USER_0880,여,Washington DC,2.0,2996.4,49,61.15102040816327,5992.8
USER_0297,여,New York,1.8333333333333333,667.75,10,66.775,1224.2083333333333
USER_0866,여,New York,3.8333333333333335,1246.62,15,83.10799999999999,4778.709999999999
USER_0450,여,New York,0.5833333333333334,2469.4,47,52.5404255319149,1440.4833333333336
