,Unnamed: 0,고객ID,거래ID,거래날짜,제품ID,제품카테고리,수량,평균금액,배송료,쿠폰상태,년,월,일,성별,고객지역,가입기간,쿠폰코드,할인율,오프라인비용,온라인비용,GST,고객ID_count,고객생애주기,평균구매금액,구매횟수,cluster
28,67,USER_1358,Transaction_0025,2019-01-01,Product_1096,Apparel,1,57.76,6.5,Used,2019,1,1,남,Chicago,12,SALE10,10.0,4500,2424.5,0.18,297,20483.98,68.96962962962962,297,1
29,68,USER_1358,Transaction_0026,2019-01-01,Product_0269,Apparel,1,19.59,6.5,Clicked,2019,1,1,남,Chicago,12,SALE10,10.0,4500,2424.5,0.18,297,20483.98,68.96962962962962,297,1
30,69,USER_1358,Transaction_0026,2019-01-01,Product_0904,Office,1,2.05,6.5,Clicked,2019,1,1,남,Chicago,12,OFF10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
31,70,USER_1358,Transaction_0027,2019-01-01,Product_0849,Bags,4,3.61,6.5,Used,2019,1,1,남,Chicago,12,AIO10,10.0,4500,2424.5,0.18,297,20483.98,68.96962962962962,297,1
32,71,USER_1358,Transaction_0027,2019-01-01,Product_0898,Drinkware,4,9.27,6.5,Clicked,2019,1,1,남,Chicago,12,EXTRA10,10.0,4500,2424.5,0.18,297,20483.98,68.96962962962962,297,1
33,72,USER_1358,Transaction_0028,2019-01-01,Product_0981,Nest-USA,1,153.71,6.5,Not Used,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
34,73,USER_1358,Transaction_0029,2019-01-01,Product_0981,Nest-USA,1,153.71,6.5,Used,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
35,74,USER_1358,Transaction_0029,2019-01-01,Product_0983,Nest-USA,1,122.77,6.5,Clicked,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
36,75,USER_1358,Transaction_0030,2019-01-01,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
37,76,USER_1358,Transaction_0031,2019-01-01,Product_0981,Nest-USA,1,153.71,6.5,Used,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
38,77,USER_1358,Transaction_0031,2019-01-01,Product_0983,Nest-USA,2,122.77,6.5,Used,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
39,78,USER_1358,Transaction_0032,2019-01-01,Product_0976,Nest-USA,1,122.77,6.5,Used,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
40,79,USER_1358,Transaction_0032,2019-01-01,Product_0983,Nest-USA,1,122.77,6.5,Not Used,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
41,80,USER_1358,Transaction_0033,2019-01-01,Product_0976,Nest-USA,1,122.77,6.5,Clicked,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
42,81,USER_1358,Transaction_0034,2019-01-01,Product_0976,Nest-USA,1,122.77,6.5,Clicked,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
43,84,USER_1358,Transaction_0036,2019-01-01,Product_0976,Nest-USA,1,122.77,6.5,Clicked,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
44,85,USER_1358,Transaction_0037,2019-01-01,Product_0983,Nest-USA,2,122.77,6.5,Clicked,2019,1,1,남,Chicago,12,ELEC10,10.0,4500,2424.5,0.1,297,20483.98,68.96962962962962,297,1
45,278,USER_1358,Transaction_0157,2019-01-03,Product_0952,Office,4,9.07,28.78,Used,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
46,279,USER_1358,Transaction_0158,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used,2019,1,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
47,280,USER_1358,Transaction_0159,2019-01-03,Product_0983,Nest-USA,2,122.77,6.5,Not Used,2019,1,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
48,281,USER_1358,Transaction_0160,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
49,282,USER_1358,Transaction_0161,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used,2019,1,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
50,283,USER_1358,Transaction_0162,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
51,284,USER_1358,Transaction_0163,2019-01-03,Product_0892,Drinkware,26,19.83,74.74,Not Used,2019,1,3,남,Chicago,12,EXTRA10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
52,285,USER_1358,Transaction_0163,2019-01-03,Product_0904,Office,5,1.64,74.74,Clicked,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
53,286,USER_1358,Transaction_0163,2019-01-03,Product_0905,Office,3,2.89,74.74,Clicked,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
54,287,USER_1358,Transaction_0163,2019-01-03,Product_1134,Office,5,1.64,74.74,Clicked,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
55,288,USER_1358,Transaction_0163,2019-01-03,Product_1143,Office,26,5.55,74.74,Clicked,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
56,289,USER_1358,Transaction_0164,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Clicked,2019,1,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
57,290,USER_1358,Transaction_0165,2019-01-03,Product_0034,Apparel,1,19.59,35.3,Clicked,2019,1,3,남,Chicago,12,SALE10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
58,291,USER_1358,Transaction_0165,2019-01-03,Product_0044,Apparel,1,19.59,35.3,Clicked,2019,1,3,남,Chicago,12,SALE10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
59,292,USER_1358,Transaction_0165,2019-01-03,Product_0260,Apparel,1,22.69,35.3,Clicked,2019,1,3,남,Chicago,12,SALE10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
60,293,USER_1358,Transaction_0165,2019-01-03,Product_0301,Apparel,1,19.59,35.3,Clicked,2019,1,3,남,Chicago,12,SALE10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
61,294,USER_1358,Transaction_0165,2019-01-03,Product_0526,Apparel,1,53.64,35.3,Clicked,2019,1,3,남,Chicago,12,SALE10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
62,295,USER_1358,Transaction_0165,2019-01-03,Product_0874,Lifestyle,1,12.37,35.3,Used,2019,1,3,남,Chicago,12,EXTRA10,10.0,4500,1576.38,0.18,297,20483.98,68.96962962962962,297,1
63,315,USER_1358,Transaction_0175,2019-01-03,Product_0904,Office,6,1.64,35.3,Used,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
64,316,USER_1358,Transaction_0175,2019-01-03,Product_0965,Office,3,8.24,35.3,Not Used,2019,1,3,남,Chicago,12,OFF10,10.0,4500,1576.38,0.1,297,20483.98,68.96962962962962,297,1
65,416,USER_1358,Transaction_0238,2019-01-04,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,4,남,Chicago,12,ELEC10,10.0,4500,2928.55,0.1,297,20483.98,68.96962962962962,297,1
66,417,USER_1358,Transaction_0238,2019-01-04,Product_0985,Nest-USA,2,81.5,6.5,Clicked,2019,1,4,남,Chicago,12,ELEC10,10.0,4500,2928.55,0.1,297,20483.98,68.96962962962962,297,1
67,418,USER_1358,Transaction_0239,2019-01-04,Product_0981,Nest-USA,5,153.71,6.5,Not Used,2019,1,4,남,Chicago,12,ELEC10,10.0,4500,2928.55,0.1,297,20483.98,68.96962962962962,297,1
68,419,USER_1358,Transaction_0240,2019-01-04,Product_0849,Bags,12,2.89,13.78,Used,2019,1,4,남,Chicago,12,AIO10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
69,420,USER_1358,Transaction_0240,2019-01-04,Product_0969,Office,12,4.94,13.78,Clicked,2019,1,4,남,Chicago,12,OFF10,10.0,4500,2928.55,0.1,297,20483.98,68.96962962962962,297,1
70,421,USER_1358,Transaction_0241,2019-01-04,Product_0858,Bags,1,82.52,13.78,Not Used,2019,1,4,남,Chicago,12,AIO10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
71,422,USER_1358,Transaction_0242,2019-01-04,Product_0915,Lifestyle,26,3.47,6.5,Clicked,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
72,423,USER_1358,Transaction_0242,2019-01-04,Product_0916,Lifestyle,26,3.47,6.5,Clicked,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
73,424,USER_1358,Transaction_0242,2019-01-04,Product_0917,Lifestyle,26,3.47,6.5,Not Used,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
74,425,USER_1358,Transaction_0242,2019-01-04,Product_0918,Lifestyle,26,3.47,6.5,Clicked,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
75,426,USER_1358,Transaction_0243,2019-01-04,Product_0898,Drinkware,1,7.42,6.5,Clicked,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
76,427,USER_1358,Transaction_0243,2019-01-04,Product_0900,Drinkware,1,10.72,6.5,Not Used,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
77,428,USER_1358,Transaction_0243,2019-01-04,Product_0915,Lifestyle,1,2.89,6.5,Clicked,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
78,429,USER_1358,Transaction_0243,2019-01-04,Product_0917,Lifestyle,1,2.89,6.5,Clicked,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
79,430,USER_1358,Transaction_0244,2019-01-04,Product_0175,Drinkware,2,13.4,6.5,Used,2019,1,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
80,431,USER_1358,Transaction_0244,2019-01-04,Product_0185,Office,5,3.08,6.5,Used,2019,1,4,남,Chicago,12,OFF10,10.0,4500,2928.55,0.1,297,20483.98,68.96962962962962,297,1
81,432,USER_1358,Transaction_0244,2019-01-04,Product_0274,Apparel,1,20.62,6.5,Clicked,2019,1,4,남,Chicago,12,SALE10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
82,433,USER_1358,Transaction_0244,2019-01-04,Product_0275,Apparel,1,20.62,6.5,Clicked,2019,1,4,남,Chicago,12,SALE10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
83,434,USER_1358,Transaction_0244,2019-01-04,Product_0336,Apparel,1,77.36,6.5,Clicked,2019,1,4,남,Chicago,12,SALE10,10.0,4500,2928.55,0.18,297,20483.98,68.96962962962962,297,1
84,1978,USER_1358,Transaction_1038,2019-01-16,Product_0071,Apparel,1,20.62,6.5,Clicked,2019,1,16,남,Chicago,12,SALE10,10.0,3000,3727.61,0.18,297,20483.98,68.96962962962962,297,1
85,1979,USER_1358,Transaction_1038,2019-01-16,Product_0422,Apparel,1,20.62,6.5,Clicked,2019,1,16,남,Chicago,12,SALE10,10.0,3000,3727.61,0.18,297,20483.98,68.96962962962962,297,1
86,1980,USER_1358,Transaction_1038,2019-01-16,Product_0608,Apparel,1,19.8,6.5,Clicked,2019,1,16,남,Chicago,12,SALE10,10.0,3000,3727.61,0.18,297,20483.98,68.96962962962962,297,1
87,1981,USER_1358,Transaction_1038,2019-01-16,Product_0652,Apparel,1,90.77,6.5,Clicked,2019,1,16,남,Chicago,12,SALE10,10.0,3000,3727.61,0.18,297,20483.98,68.96962962962962,297,1
88,1982,USER_1358,Transaction_1038,2019-01-16,Product_0892,Drinkware,1,20.62,6.5,Clicked,2019,1,16,남,Chicago,12,EXTRA10,10.0,3000,3727.61,0.18,297,20483.98,68.96962962962962,297,1
89,1983,USER_1358,Transaction_1039,2019-01-16,Product_0983,Nest-USA,4,122.77,6.5,Clicked,2019,1,16,남,Chicago,12,ELEC10,10.0,3000,3727.61,0.1,297,20483.98,68.96962962962962,297,1
90,1984,USER_1358,Transaction_1040,2019-01-16,Product_0521,Apparel,1,57.76,6.5,Clicked,2019,1,16,남,Chicago,12,SALE10,10.0,3000,3727.61,0.18,297,20483.98,68.96962962962962,297,1
91,1985,USER_1358,Transaction_1041,2019-01-16,Product_0976,Nest-USA,1,122.77,6.5,Clicked,2019,1,16,남,Chicago,12,ELEC10,10.0,3000,3727.61,0.1,297,20483.98,68.96962962962962,297,1
92,1986,USER_1358,Transaction_1042,2019-01-17,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
93,1987,USER_1358,Transaction_1043,2019-01-17,Product_0984,Nest-USA,2,81.5,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
94,1988,USER_1358,Transaction_1044,2019-01-17,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
95,1989,USER_1358,Transaction_1045,2019-01-17,Product_0295,Apparel,1,17.53,6.5,Used,2019,1,17,남,Chicago,12,SALE10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
96,1990,USER_1358,Transaction_1045,2019-01-17,Product_1135,Headgear,1,22.69,6.5,Clicked,2019,1,17,남,Chicago,12,HGEAR10,10.0,3000,417.73,0.05,297,20483.98,68.96962962962962,297,1
97,1991,USER_1358,Transaction_1046,2019-01-17,Product_0984,Nest-USA,2,81.5,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
98,1992,USER_1358,Transaction_1047,2019-01-17,Product_0976,Nest-USA,1,122.77,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
99,1993,USER_1358,Transaction_1048,2019-01-17,Product_0526,Apparel,1,53.64,6.5,Clicked,2019,1,17,남,Chicago,12,SALE10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
100,1994,USER_1358,Transaction_1049,2019-01-17,Product_0983,Nest-USA,4,122.77,6.5,Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
101,1995,USER_1358,Transaction_1050,2019-01-17,Product_0983,Nest-USA,1,122.77,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
102,1996,USER_1358,Transaction_1051,2019-01-17,Product_0185,Office,1,2.47,6.5,Clicked,2019,1,17,남,Chicago,12,OFF10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
103,1997,USER_1358,Transaction_1051,2019-01-17,Product_0195,Lifestyle,2,3.29,6.5,Clicked,2019,1,17,남,Chicago,12,EXTRA10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
104,1998,USER_1358,Transaction_1051,2019-01-17,Product_0886,Google,1,11.54,6.5,Clicked,2019,1,17,남,Chicago,12,,,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
105,1999,USER_1358,Transaction_1051,2019-01-17,Product_1034,Apparel,1,15.67,6.5,Used,2019,1,17,남,Chicago,12,SALE10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
106,2000,USER_1358,Transaction_1051,2019-01-17,Product_1036,Apparel,1,15.67,6.5,Clicked,2019,1,17,남,Chicago,12,SALE10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
107,2001,USER_1358,Transaction_1052,2019-01-17,Product_1132,Drinkware,1,8.24,20.0,Clicked,2019,1,17,남,Chicago,12,EXTRA10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
108,2002,USER_1358,Transaction_1052,2019-01-17,Product_1143,Office,1,7.21,20.0,Clicked,2019,1,17,남,Chicago,12,OFF10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
109,2003,USER_1358,Transaction_1053,2019-01-17,Product_0976,Nest-USA,1,122.77,6.5,Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
110,2004,USER_1358,Transaction_1054,2019-01-17,Product_0981,Nest-USA,2,153.71,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
111,2005,USER_1358,Transaction_1055,2019-01-17,Product_0976,Nest-USA,1,122.77,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
112,2052,USER_1358,Transaction_1085,2019-01-17,Product_0877,Drinkware,1,20.62,6.5,Used,2019,1,17,남,Chicago,12,EXTRA10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
113,2053,USER_1358,Transaction_1085,2019-01-17,Product_0961,Notebooks & Journals,1,15.46,6.5,Used,2019,1,17,남,Chicago,12,NJ10,10.0,3000,417.73,0.05,297,20483.98,68.96962962962962,297,1
114,2054,USER_1358,Transaction_1086,2019-01-17,Product_0976,Nest-USA,1,122.77,6.5,Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
115,2055,USER_1358,Transaction_1087,2019-01-17,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
116,2056,USER_1358,Transaction_1088,2019-01-17,Product_1143,Office,31,5.58,18.47,Used,2019,1,17,남,Chicago,12,OFF10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
117,2057,USER_1358,Transaction_1089,2019-01-17,Product_0074,Apparel,1,20.62,6.5,Not Used,2019,1,17,남,Chicago,12,SALE10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
118,2058,USER_1358,Transaction_1089,2019-01-17,Product_0196,Fun,2,7.42,6.5,Clicked,2019,1,17,남,Chicago,12,,,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
119,2059,USER_1358,Transaction_1089,2019-01-17,Product_0274,Apparel,1,16.5,6.5,Clicked,2019,1,17,남,Chicago,12,SALE10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
120,2060,USER_1358,Transaction_1089,2019-01-17,Product_0976,Nest-USA,1,122.77,6.5,Not Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
121,2061,USER_1358,Transaction_1089,2019-01-17,Product_0983,Nest-USA,1,122.77,6.5,Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
122,2062,USER_1358,Transaction_1090,2019-01-17,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
123,2063,USER_1358,Transaction_1090,2019-01-17,Product_0983,Nest-USA,1,122.77,6.5,Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
124,2064,USER_1358,Transaction_1091,2019-01-17,Product_0981,Nest-USA,1,153.71,6.5,Clicked,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
125,2065,USER_1358,Transaction_1092,2019-01-17,Product_0983,Nest-USA,1,122.77,6.5,Used,2019,1,17,남,Chicago,12,ELEC10,10.0,3000,417.73,0.1,297,20483.98,68.96962962962962,297,1
126,2066,USER_1358,Transaction_1093,2019-01-17,Product_0882,Drinkware,13,19.59,6.5,Used,2019,1,17,남,Chicago,12,EXTRA10,10.0,3000,417.73,0.18,297,20483.98,68.96962962962962,297,1
