,고객ID,거래ID,거래날짜,제품ID,제품카테고리,수량,평균금액,배송료,쿠폰상태,총구매금액,구매횟수,평균구매금액,평균구매빈도,고객생애가치,거래날짜달기준,최초거래날짜,최초구매일로부터달,다음구매날짜,다음쿠폰상태,최종금액,재구매날까지의일,월,년,일,성별,고객지역,가입기간,쿠폰코드,할인율,오프라인비용,온라인비용,cluster
54,USER_1358,Transaction_0163,2019-01-03,Product_1134,Office,5,1.64,74.74,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,8.2,0.0,1,2019,3,남,Chicago,12,OFF10,10.0,4500,1576.38,1
55,USER_1358,Transaction_0163,2019-01-03,Product_1143,Office,26,5.55,74.74,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,144.29999999999998,0.0,1,2019,3,남,Chicago,12,OFF10,10.0,4500,1576.38,1
56,USER_1358,Transaction_0164,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,122.77,0.0,1,2019,3,남,Chicago,12,ELEC10,10.0,4500,1576.38,1
57,USER_1358,Transaction_0165,2019-01-03,Product_0034,Apparel,1,19.59,35.3,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,19.59,0.0,1,2019,3,남,Chicago,12,SALE10,10.0,4500,1576.38,1
58,USER_1358,Transaction_0165,2019-01-03,Product_0044,Apparel,1,19.59,35.3,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,19.59,0.0,1,2019,3,남,Chicago,12,SALE10,10.0,4500,1576.38,1
59,USER_1358,Transaction_0165,2019-01-03,Product_0260,Apparel,1,22.69,35.3,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,22.69,0.0,1,2019,3,남,Chicago,12,SALE10,10.0,4500,1576.38,1
60,USER_1358,Transaction_0165,2019-01-03,Product_0301,Apparel,1,19.59,35.3,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Clicked,19.59,0.0,1,2019,3,남,Chicago,12,SALE10,10.0,4500,1576.38,1
61,USER_1358,Transaction_0165,2019-01-03,Product_0526,Apparel,1,53.64,35.3,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Used,53.64,0.0,1,2019,3,남,Chicago,12,SALE10,10.0,4500,1576.38,1
62,USER_1358,Transaction_0165,2019-01-03,Product_0874,Lifestyle,1,12.37,35.3,Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Used,12.37,0.0,1,2019,3,남,Chicago,12,EXTRA10,10.0,4500,1576.38,1
63,USER_1358,Transaction_0175,2019-01-03,Product_0904,Office,6,1.64,35.3,Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-03,Not Used,9.84,0.0,1,2019,3,남,Chicago,12,OFF10,10.0,4500,1576.38,1
64,USER_1358,Transaction_0175,2019-01-03,Product_0965,Office,3,8.24,35.3,Not Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,24.72,1.0,1,2019,3,남,Chicago,12,OFF10,10.0,4500,1576.38,1
65,USER_1358,Transaction_0238,2019-01-04,Product_0981,Nest-USA,1,153.71,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,153.71,0.0,1,2019,4,남,Chicago,12,ELEC10,10.0,4500,2928.55,1
66,USER_1358,Transaction_0238,2019-01-04,Product_0985,Nest-USA,2,81.5,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Not Used,163.0,0.0,1,2019,4,남,Chicago,12,ELEC10,10.0,4500,2928.55,1
67,USER_1358,Transaction_0239,2019-01-04,Product_0981,Nest-USA,5,153.71,6.5,Not Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Used,768.5500000000001,0.0,1,2019,4,남,Chicago,12,ELEC10,10.0,4500,2928.55,1
68,USER_1358,Transaction_0240,2019-01-04,Product_0849,Bags,12,2.89,13.78,Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,34.68,0.0,1,2019,4,남,Chicago,12,AIO10,10.0,4500,2928.55,1
69,USER_1358,Transaction_0240,2019-01-04,Product_0969,Office,12,4.94,13.78,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Not Used,59.28,0.0,1,2019,4,남,Chicago,12,OFF10,10.0,4500,2928.55,1
70,USER_1358,Transaction_0241,2019-01-04,Product_0858,Bags,1,82.52,13.78,Not Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,82.52,0.0,1,2019,4,남,Chicago,12,AIO10,10.0,4500,2928.55,1
71,USER_1358,Transaction_0242,2019-01-04,Product_0915,Lifestyle,26,3.47,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,90.22,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
72,USER_1358,Transaction_0242,2019-01-04,Product_0916,Lifestyle,26,3.47,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Not Used,90.22,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
73,USER_1358,Transaction_0242,2019-01-04,Product_0917,Lifestyle,26,3.47,6.5,Not Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,90.22,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
74,USER_1358,Transaction_0242,2019-01-04,Product_0918,Lifestyle,26,3.47,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,90.22,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
75,USER_1358,Transaction_0243,2019-01-04,Product_0898,Drinkware,1,7.42,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Not Used,7.42,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
76,USER_1358,Transaction_0243,2019-01-04,Product_0900,Drinkware,1,10.72,6.5,Not Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,10.72,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
77,USER_1358,Transaction_0243,2019-01-04,Product_0915,Lifestyle,1,2.89,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,2.89,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
78,USER_1358,Transaction_0243,2019-01-04,Product_0917,Lifestyle,1,2.89,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Used,2.89,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
79,USER_1358,Transaction_0244,2019-01-04,Product_0175,Drinkware,2,13.4,6.5,Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Used,26.8,0.0,1,2019,4,남,Chicago,12,EXTRA10,10.0,4500,2928.55,1
80,USER_1358,Transaction_0244,2019-01-04,Product_0185,Office,5,3.08,6.5,Used,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,15.4,0.0,1,2019,4,남,Chicago,12,OFF10,10.0,4500,2928.55,1
81,USER_1358,Transaction_0244,2019-01-04,Product_0274,Apparel,1,20.62,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,20.62,0.0,1,2019,4,남,Chicago,12,SALE10,10.0,4500,2928.55,1
82,USER_1358,Transaction_0244,2019-01-04,Product_0275,Apparel,1,20.62,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-04,Clicked,20.62,0.0,1,2019,4,남,Chicago,12,SALE10,10.0,4500,2928.55,1
83,USER_1358,Transaction_0244,2019-01-04,Product_0336,Apparel,1,77.36,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-16,Clicked,77.36,12.0,1,2019,4,남,Chicago,12,SALE10,10.0,4500,2928.55,1
84,USER_1358,Transaction_1038,2019-01-16,Product_0071,Apparel,1,20.62,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-16,Clicked,20.62,0.0,1,2019,16,남,Chicago,12,SALE10,10.0,3000,3727.61,1
85,USER_1358,Transaction_1038,2019-01-16,Product_0422,Apparel,1,20.62,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-16,Clicked,20.62,0.0,1,2019,16,남,Chicago,12,SALE10,10.0,3000,3727.61,1
86,USER_1358,Transaction_1038,2019-01-16,Product_0608,Apparel,1,19.8,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-16,Clicked,19.8,0.0,1,2019,16,남,Chicago,12,SALE10,10.0,3000,3727.61,1
87,USER_1358,Transaction_1038,2019-01-16,Product_0652,Apparel,1,90.77,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-16,Clicked,90.77,0.0,1,2019,16,남,Chicago,12,SALE10,10.0,3000,3727.61,1
88,USER_1358,Transaction_1038,2019-01-16,Product_0892,Drinkware,1,20.62,6.5,Clicked,20483.98,297,68.96962962962962,0.8136986301369863,56.12049315068492,2019-01-01,2019-01-01,1,2019-01-16,Clicked,20.62,0.0,1,2019,16,남,Chicago,12,EXTRA10,10.0,3000,3727.61,1
